,id,title,is_succeeded,start_date,close_date,expected_return,expected_risk,expert_id,symbol_id,should_buy,profit
1354,8182,,1,2018-03-12,2019-05-25,64.77,-29.07,80,11,0,9.2
1355,8214,,0,2018-03-05,2018-05-01,48.58,-24.02,80,11,0,-24.02
1356,8244,,0,2018-02-21,2018-07-25,45.17,-29.13,80,11,0,-28.81
1357,8347,,0,2017-09-02,2019-05-25,43.28,-23.45,74,11,0,-1.31
1358,8599,,0,2017-05-18,2019-05-25,37.36,-8.19,74,11,0,-17.59
1359,8668,,1,2018-07-28,2018-09-14,28.17,-25.01,62,11,0,28.17
1360,8689,,1,2018-01-10,2018-09-22,25.49,-25.1,62,11,0,25.49
1361,8708,,1,2017-11-07,2018-09-22,23.41,-26.35,62,11,0,23.41
1362,8755,,0,2017-08-02,2017-10-22,11.7,-12.6,62,11,0,-14.25
1363,9481,,0,2017-08-07,2018-04-09,24.65,-22.46,78,11,0,-22.46
1364,9540,,0,2018-02-19,2018-03-27,11.5,-10.09,63,11,0,-10.09
1365,9556,,1,2018-02-05,2018-03-03,18.47,-11.39,63,11,0,10.11
1366,9721,,1,2018-08-08,2018-09-22,56.03,-30.92,84,11,0,56.03
1367,9722,,1,2018-08-08,2018-09-22,56.03,-30.92,84,11,0,56.03
1368,9737,,1,2018-08-04,2018-09-22,50.75,-27.68,84,11,0,50.75
1369,9749,,1,2018-07-28,2018-09-18,47.31,-26.84,84,11,0,47.31
1370,9750,,1,2018-07-28,2018-09-18,47.31,-26.84,84,11,0,47.31
1371,9825,,1,2018-06-26,2018-09-22,37.7,-21.73,84,11,0,37.7
1372,9834,,1,2018-06-24,2018-09-22,34.47,-25.52,84,11,0,34.47
1373,10002,,1,2018-04-29,2018-09-23,55.33,-31.0,84,11,0,55.33
1374,10007,,1,2018-04-29,2018-09-23,50.72,-30.93,84,11,0,50.72
1375,10008,,1,2018-04-29,2018-09-23,50.72,-30.93,84,11,0,50.72
1376,10233,,1,2018-04-03,2019-08-19,58.88,-31.0,84,11,0,58.88
1377,10249,,1,2018-04-03,2019-08-19,57.95,-31.05,84,11,0,57.95
1378,10347,,1,2018-03-25,2019-05-25,60.46,-30.35,84,11,0,7.94
1379,10348,,1,2018-03-25,2019-05-25,60.35,-29.44,84,11,0,7.94
1380,10374,,1,2018-03-12,2019-05-25,64.77,-29.07,84,11,0,9.2
1381,10408,,0,2018-03-04,2018-05-01,47.18,-24.1,84,11,0,-24.1
1382,10450,,0,2018-02-21,2018-07-25,43.36,-28.97,84,11,0,-28.65
1383,10565,,1,2018-01-13,2019-05-25,93.37,-31.08,84,11,0,8.07
1384,10632,,0,2017-12-18,2018-07-23,58.15,-31.03,84,11,0,-31.03
1385,10972,,0,2017-08-19,2018-04-09,44.57,-17.01,84,11,0,-17.01
1386,11663,,0,2017-06-11,2017-09-06,18.14,-5.25,53,11,0,-5.25
1387,11692,,1,2016-08-02,2016-12-25,60.53,-16.38,53,11,0,4.71
1388,11693,,1,2016-08-02,2016-12-25,22.07,-8.69,53,11,0,4.71
1389,11694,,0,2016-07-10,2016-08-01,13.89,-8.09,53,11,0,-8.09
1390,11805,,1,2017-11-12,2017-12-10,52.06,-28.29,71,11,0,13.15
1391,11834,,1,2017-10-15,2019-05-25,80.27,-27.58,71,11,0,8.82
1392,11955,,0,2017-07-29,2019-05-25,40.46,-18.48,71,11,0,-3.26
1393,12326,,1,2017-12-02,2019-05-25,72.73,-26.55,73,11,0,10.37
1394,12516,,0,2017-07-31,2017-10-23,29.71,-16.03,73,11,0,-17.23
1395,12623,,1,2017-12-30,2019-05-25,51.43,-24.94,42,11,0,4.32
1396,12649,,1,2017-10-04,2019-05-25,24.86,-15.17,42,11,0,1.81
1397,12655,,0,2017-09-25,2017-10-03,19.87,-5.39,42,11,0,-4.29
1398,12698,,1,2018-08-08,2018-09-22,56.03,-30.77,82,11,0,56.03
1399,12699,,1,2018-08-08,2018-09-22,56.03,-30.77,82,11,0,56.03
1400,12715,,1,2018-08-04,2018-09-22,51.43,-28.83,82,11,0,51.43
1401,12721,,1,2018-07-28,2018-09-17,46.23,-25.84,82,11,0,46.23
1402,12728,,1,2018-07-28,2018-09-17,46.01,-25.96,82,11,0,46.01
1403,12802,,1,2018-06-26,2018-09-22,40.24,-22.08,82,11,0,40.24
1404,12803,,1,2018-06-26,2018-09-22,38.39,-23.12,82,11,0,38.39
1405,12992,,1,2018-04-29,2018-09-23,54.14,-30.47,82,11,0,54.14
1406,12993,,1,2018-04-29,2018-09-23,54.14,-30.47,82,11,0,54.14
1407,12994,,1,2018-04-29,2018-09-23,55.33,-31.0,82,11,0,55.33
1408,13198,,1,2018-04-07,2019-08-19,63.08,-30.11,82,11,0,63.08
1409,13220,,1,2018-04-03,2019-09-15,66.44,-31.0,82,11,0,66.44
1410,13332,,1,2018-03-25,2019-05-25,62.87,-30.24,82,11,0,7.94
1411,13335,,1,2018-03-25,2019-05-25,59.5,-29.35,82,11,0,8.07
1412,13361,,1,2018-03-12,2019-05-25,62.22,-29.07,82,11,0,9.2
1413,13392,,0,2018-03-05,2018-05-01,49.83,-26.05,82,11,0,-25.22
1414,13421,,0,2018-02-21,2018-05-06,36.32,-25.59,82,11,0,-25.48
1415,13550,,1,2018-01-08,2019-05-25,94.27,-31.1,82,11,0,8.57
1416,13601,,0,2017-12-19,2018-07-23,64.69,-30.96,82,11,0,-30.96
1417,14043,,0,2017-05-28,2019-05-25,21.22,-7.94,82,11,0,-13.03
1418,14102,,0,2017-05-07,2019-05-25,37.11,-12.46,82,11,0,-12.46
1419,14287,,0,2017-06-17,2019-05-25,12.64,-7.07,58,11,0,-12.21
1420,14446,,0,2018-04-22,2018-07-28,18.92,-14.45,51,11,0,-14.45
1421,14467,,1,2018-04-09,2018-09-22,25.66,-27.66,51,11,0,25.66
1422,14469,,1,2018-04-09,2018-09-17,18.87,-31.06,51,11,0,18.87
1423,14476,,1,2018-03-17,2018-09-17,11.51,-25.91,51,11,0,11.51
1424,14513,,1,2017-12-16,2019-05-25,38.36,-14.04,21,11,0,3.16
1425,14523,,1,2017-10-11,2017-12-11,30.25,-14.75,21,11,0,12.0
1426,14562,,0,2016-10-18,2018-01-02,17.88,-17.08,8,11,0,-17.08
1427,14581,,0,2017-06-10,2017-08-12,10.7,-5.25,40,11,0,-5.25
1428,14647,,1,2018-02-13,2019-05-25,36.4,-21.1,19,11,0,1.7
1429,14765,,0,2017-12-17,2019-05-25,10.98,-11.39,15,11,0,-0.25
1430,14836,,1,2017-12-02,2019-05-25,105.25,-10.91,31,11,0,11.16
1431,14873,,1,2017-10-18,2019-05-25,78.18,-28.67,55,11,0,9.46
1432,15156,,0,2017-04-23,2017-10-07,20.54,-29.33,30,11,0,-29.33
1433,15281,,0,2017-05-04,2017-07-11,43.36,-14.37,52,11,0,-9.08
1434,15428,,0,2017-06-24,2017-07-29,14.7,-5.95,28,11,0,-5.95
1435,15597,,1,2018-02-05,2018-02-12,10.7,-13.78,20,11,0,7.48
1436,16308,,0,2016-11-07,2016-12-04,36.07,-6.61,57,11,0,-4.37
1437,16345,,1,2016-09-06,2016-12-04,29.25,-2.29,57,11,0,3.36
1438,16475,,0,2018-02-25,2018-04-09,17.55,-18.67,27,11,0,-18.67
1439,16652,,0,2016-11-07,2017-01-07,26.4,-8.92,29,11,0,-8.92
1440,16810,,0,2016-03-12,2016-04-13,24.26,-6.26,2,11,0,-6.26
1441,16954,,0,2017-10-07,2018-04-09,27.21,-10.96,12,11,0,-10.96
1442,16966,,0,2017-09-24,2017-10-22,14.84,-13.67,12,11,0,-13.67
1443,16969,,1,2017-09-17,2017-09-23,9.4,-5.04,12,11,0,5.01
1444,97,,1,2019-07-10,2019-08-28,55.23,-12.1,69,12,0,42.53
1445,104,,1,2019-06-30,2019-08-21,33.25,-17.88,69,12,0,31.3
1446,208,,1,2018-10-22,2019-04-20,42.77,-6.41,69,12,0,45.77
1447,292,,1,2018-09-05,2018-09-15,22.4,-1.51,69,12,0,23.97
1448,559,,1,2017-10-02,2018-09-24,50.72,-28.76,65,12,0,50.72
1449,889,,1,2018-11-18,2019-05-25,59.51,-9.17,70,12,0,110.86
1450,1168,,1,2018-02-13,2019-05-18,15.83,-5.45,76,12,0,234.69
1451,1185,,1,2018-01-27,2019-05-12,26.07,-12.1,76,12,0,153.9
1452,1240,,1,2017-12-10,2019-05-25,27.42,-10.92,76,12,0,173.21
1453,1379,,1,2017-05-09,2019-05-12,10.61,-8.76,76,12,0,118.65
1454,1412,,1,2017-04-23,2017-05-01,11.6,-6.01,76,12,0,2.58
1455,1440,,1,2017-03-13,2017-03-27,12.38,-9.66,76,12,0,5.17
1456,1497,,1,2017-02-13,2017-02-21,7.79,-7.2,76,12,0,2.94
1457,1531,,0,2017-01-30,2017-04-07,11.86,-5.85,76,12,0,-5.85
1458,1574,,1,2017-01-01,2017-02-01,27.95,-13.66,76,12,0,5.15
1459,1589,,0,2016-11-25,2017-04-07,8.71,-6.08,76,12,0,-6.08
1460,1610,,1,2016-11-07,2016-11-12,6.0,-5.61,76,12,0,6.0
1461,1658,,0,2016-07-26,2016-08-08,12.54,-5.38,76,12,0,-5.38
1462,2212,,0,2018-10-07,2018-10-23,31.21,-16.86,72,12,0,-16.86
1463,2489,,0,2018-10-07,2018-10-23,35.69,-17.06,77,12,0,-17.06
1464,2774,,0,2017-07-03,2018-04-08,88.1,-26.11,77,12,0,-26.11
1465,2787,,0,2017-06-20,2017-08-16,42.05,-5.64,77,12,0,-7.85
1466,3013,,0,2017-01-16,2017-04-12,27.2,-11.25,77,12,0,-17.66
1467,3042,,0,2016-11-07,2016-11-09,72.91,-7.52,77,12,0,-0.06
1468,3122,,0,2016-08-28,2016-08-30,9.0,-5.0,77,12,0,-2.24
1469,3293,,1,2018-01-30,2019-03-05,106.27,-20.66,75,12,0,61.7
1470,3469,,0,2017-06-28,2017-08-16,38.09,-8.28,75,12,0,-10.43
1471,3570,,1,2017-04-17,2019-03-05,42.3,-15.94,75,12,0,41.29
1472,3594,,1,2017-03-11,2017-03-27,79.32,-12.47,75,12,0,9.52
1473,3641,,1,2017-02-05,2017-02-08,51.94,-12.76,75,12,0,7.41
1474,3655,,1,2017-01-22,2017-01-30,10.23,-4.69,75,12,0,3.93
1475,3811,,0,2018-06-25,2018-07-24,30.12,-20.94,83,12,0,-20.94
1476,3812,,0,2018-06-25,2018-07-24,30.16,-20.91,83,12,0,-20.91
1477,3813,,0,2018-06-25,2018-07-24,30.12,-20.94,83,12,0,-20.94
1478,4021,,1,2018-04-28,2018-09-18,58.82,-30.98,83,12,0,58.82
1479,4022,,1,2018-04-28,2018-09-18,58.82,-30.98,83,12,0,58.82
1480,4122,,1,2018-04-16,2018-09-10,69.77,-30.47,83,12,0,69.77
1481,4123,,1,2018-04-16,2018-09-10,70.18,-30.3,83,12,0,70.18
1482,4203,,1,2018-04-04,2018-09-17,59.49,-30.32,83,12,0,59.49
1483,4214,,1,2018-04-04,2018-09-17,58.07,-30.41,83,12,0,58.07
1484,4273,,1,2018-03-27,2018-09-17,60.88,-30.97,83,12,0,60.88
1485,4274,,1,2018-03-27,2018-09-17,60.13,-31.02,83,12,0,60.13
1486,4362,,1,2018-03-11,2018-09-17,57.64,-29.46,83,12,0,57.64
1487,4472,,0,2018-02-03,2018-04-09,42.81,-24.07,83,12,0,-24.07
1488,4626,,0,2017-12-10,2018-07-30,109.28,-30.99,83,12,0,-30.42
1489,4650,,1,2017-12-02,2019-04-15,114.0,-31.05,83,12,0,114.0
1490,4693,,1,2017-11-18,2019-04-13,106.41,-30.99,83,12,0,106.41
1491,4710,,1,2017-11-08,2018-10-05,92.08,-30.98,83,12,0,92.08
1492,4742,,1,2017-10-25,2018-09-26,68.84,-29.26,83,12,0,68.84
1493,4775,,1,2017-10-14,2018-10-05,109.45,-31.0,83,12,0,109.45
1494,4877,,0,2017-09-09,2018-03-17,33.46,-19.1,83,12,0,-19.1
1495,4917,,0,2017-08-26,2018-03-17,43.82,-19.1,83,12,0,-19.1
1496,5078,,1,2017-05-29,2019-05-05,17.15,-6.6,83,12,0,137.58
1497,5926,,1,2018-03-19,2018-04-23,12.02,-22.7,79,12,0,8.01
1498,5952,,1,2018-03-17,2018-04-25,20.16,-16.16,79,12,0,6.65
1499,6299,,0,2018-06-25,2018-07-24,29.9,-20.94,81,12,0,-20.94
1500,6300,,0,2018-06-25,2018-07-24,29.95,-20.91,81,12,0,-20.91
1501,6301,,0,2018-06-25,2018-07-24,29.9,-20.94,81,12,0,-20.94
1502,6503,,1,2018-04-28,2018-09-18,58.97,-30.98,81,12,0,58.97
1503,6504,,1,2018-04-28,2018-09-18,59.04,-31.0,81,12,0,59.04
1504,6634,,1,2018-04-11,2018-09-16,65.11,-30.18,81,12,0,65.11
1505,6635,,1,2018-04-11,2018-09-16,65.11,-30.18,81,12,0,65.11
1506,6675,,1,2018-04-07,2018-09-17,63.35,-30.46,81,12,0,63.35
1507,6757,,1,2018-03-26,2018-09-17,61.19,-30.98,81,12,0,61.19
1508,6758,,1,2018-03-26,2018-09-17,61.92,-30.93,81,12,0,61.92
1509,6820,,1,2018-03-17,2018-09-17,64.36,-29.41,81,12,0,64.36
1510,6950,,0,2018-02-03,2018-04-09,41.95,-24.17,81,12,0,-24.17
1511,7113,,1,2017-12-09,2019-04-24,114.0,-31.05,81,12,0,114.0
1512,7140,,1,2017-11-28,2018-10-05,82.55,-31.01,81,12,0,82.55
1513,7172,,1,2017-11-18,2019-04-13,104.39,-30.99,81,12,0,104.39
1514,7191,,1,2017-11-08,2018-10-05,90.26,-30.98,81,12,0,90.26
1515,7367,,1,2019-01-01,2019-01-14,75.76,-12.63,46,12,0,11.97
1516,7376,,1,2018-12-04,2019-04-24,68.73,-23.91,46,12,0,68.73
1517,7634,,0,2018-06-25,2018-07-24,29.8,-20.91,80,12,0,-20.91
1518,7635,,0,2018-06-25,2018-07-24,29.76,-20.94,80,12,0,-20.94
1519,7636,,0,2018-06-25,2018-07-24,29.76,-20.94,80,12,0,-20.94
1520,7842,,1,2018-04-28,2018-09-18,58.52,-30.98,80,12,0,58.52
1521,7843,,1,2018-04-28,2018-09-18,58.52,-30.98,80,12,0,58.52
1522,7941,,1,2018-04-16,2018-09-10,68.17,-30.42,80,12,0,68.17
1523,7942,,1,2018-04-16,2018-09-10,68.17,-30.42,80,12,0,68.17
1524,8028,,1,2018-04-07,2018-09-17,60.67,-30.51,80,12,0,60.67
1525,8042,,1,2018-04-04,2018-09-17,58.07,-30.41,80,12,0,58.07
1526,8095,,1,2018-03-27,2018-09-16,58.01,-30.97,80,12,0,58.01
1527,8103,,1,2018-03-27,2018-09-16,55.65,-31.02,80,12,0,55.65
1528,8183,,1,2018-03-12,2018-09-17,62.18,-29.39,80,12,0,62.18
1529,8297,,0,2018-02-03,2018-03-19,41.04,-22.45,80,12,0,-22.25
1530,8404,,0,2017-08-12,2017-10-08,18.31,-13.93,74,12,0,-16.05
1531,8485,,1,2017-07-08,2017-07-29,11.45,-9.41,74,12,0,3.69
1532,8781,,1,2017-06-07,2019-05-25,21.29,-7.92,62,12,0,162.19
1533,9162,,0,2018-01-14,2018-02-21,11.11,-13.79,78,12,0,-13.79
1534,9533,,0,2017-06-18,2017-07-05,3.37,-2.56,78,12,0,-2.56
1535,9543,,0,2018-02-13,2018-03-03,21.76,-9.8,63,12,0,-9.8
1536,9574,,0,2018-01-27,2018-02-18,20.45,-14.09,63,12,0,-14.09
1537,9622,,1,2017-03-01,2019-05-25,12.48,-11.5,63,12,0,156.07
1538,9829,,0,2018-06-25,2018-07-24,29.95,-21.63,84,12,0,-21.63
1539,9830,,0,2018-06-25,2018-07-24,29.95,-21.63,84,12,0,-21.63
1540,10035,,1,2018-04-28,2018-09-17,58.2,-31.0,84,12,0,58.2
1541,10036,,1,2018-04-28,2018-09-17,58.2,-31.0,84,12,0,58.2
1542,10134,,1,2018-04-16,2018-09-10,67.28,-30.47,84,12,0,67.28
1543,10135,,1,2018-04-16,2018-09-10,67.28,-30.47,84,12,0,67.28
1544,10221,,1,2018-04-04,2018-09-17,57.64,-30.22,84,12,0,57.64
1545,10231,,1,2018-04-04,2018-09-17,58.07,-30.41,84,12,0,58.07
1546,10290,,1,2018-03-27,2018-09-17,60.13,-31.02,84,12,0,60.13
1547,10291,,1,2018-03-27,2018-09-16,56.0,-30.98,84,12,0,56.0
1548,10404,,1,2018-03-04,2018-09-17,54.3,-29.23,84,12,0,54.3
1549,10503,,0,2018-02-03,2018-03-19,41.04,-22.45,84,12,0,-22.25
1550,10667,,1,2017-12-09,2019-04-15,108.91,-31.05,84,12,0,108.91
1551,10692,,1,2017-11-28,2019-04-15,107.67,-30.99,84,12,0,107.67
1552,10726,,1,2017-11-18,2019-04-13,107.73,-30.99,84,12,0,107.73
1553,10745,,1,2017-11-08,2018-10-05,94.09,-30.98,84,12,0,94.09
1554,10776,,1,2017-10-25,2018-09-26,68.69,-29.33,84,12,0,68.69
1555,10812,,1,2017-10-14,2018-10-05,111.04,-31.0,84,12,0,111.04
1556,10928,,0,2017-09-04,2018-03-17,45.99,-23.41,84,12,0,-23.41
1557,10966,,0,2017-08-21,2018-03-10,42.85,-18.04,84,12,0,-18.04
1558,11084,,0,2017-07-12,2017-08-16,28.24,-5.68,84,12,0,-6.33
1559,11167,,1,2017-06-09,2019-04-16,20.14,-6.23,84,12,0,97.99
1560,11410,,0,2017-02-23,2017-10-16,99.0,-26.72,84,12,0,-26.72
1561,12615,,1,2018-02-18,2019-05-25,24.02,-12.8,42,12,0,222.51
1562,12812,,0,2018-06-25,2018-07-24,29.9,-21.66,82,12,0,-21.66
1563,12813,,0,2018-06-25,2018-07-24,29.9,-21.66,82,12,0,-21.66
1564,13021,,1,2018-04-28,2018-09-18,58.52,-30.98,82,12,0,58.52
1565,13022,,1,2018-04-28,2018-09-18,58.52,-30.98,82,12,0,58.52
1566,13120,,1,2018-04-16,2018-09-10,67.28,-30.47,82,12,0,67.28
1567,13121,,1,2018-04-16,2018-09-10,68.0,-30.47,82,12,0,68.0
1568,13197,,1,2018-04-07,2018-09-17,60.82,-30.45,82,12,0,60.82
1569,13217,,1,2018-04-04,2018-09-17,58.07,-30.41,82,12,0,58.07
1570,13277,,1,2018-03-27,2018-09-17,60.0,-30.97,82,12,0,60.0
1571,13278,,1,2018-03-27,2018-09-17,59.3,-31.02,82,12,0,59.3
1572,13360,,1,2018-03-12,2018-09-17,62.18,-29.49,82,12,0,62.18
1573,13477,,0,2018-02-03,2018-04-09,40.66,-23.81,82,12,0,-23.81
1574,13636,,1,2017-12-09,2019-04-15,105.64,-31.05,82,12,0,105.64
1575,13668,,1,2017-11-28,2019-04-15,107.67,-30.99,82,12,0,107.67
1576,13701,,1,2017-11-18,2019-04-13,107.73,-30.99,82,12,0,107.73
1577,13720,,1,2017-11-08,2018-10-05,88.7,-30.98,82,12,0,88.7
1578,13751,,1,2017-10-25,2018-09-24,66.4,-29.33,82,12,0,66.4
1579,13783,,1,2017-10-14,2018-10-05,115.03,-31.0,82,12,0,115.03
1580,13855,,0,2017-09-09,2017-10-18,36.93,-14.77,82,12,0,-14.77
1581,13883,,0,2017-08-26,2017-10-18,50.74,-14.77,82,12,0,-14.77
1582,14026,,1,2017-06-09,2019-04-16,16.85,-6.23,82,12,0,97.99
1583,14165,,1,2017-04-14,2019-04-16,37.65,-10.95,82,12,0,72.12
1584,14342,,1,2017-03-13,2017-05-06,18.68,-6.51,58,12,0,17.92
1585,14567,,1,2016-10-02,2016-10-25,25.11,-10.9,8,12,0,25.11
1586,14569,,1,2016-09-14,2016-09-25,11.62,-7.86,8,12,0,11.62
1587,14600,,0,2016-11-07,2016-12-03,31.77,-9.57,40,12,0,-9.57
1588,14751,,0,2018-02-26,2018-04-09,20.48,-13.68,15,12,0,-13.68
1589,14840,,1,2017-11-11,2019-02-02,94.64,-22.78,31,12,0,35.85
1590,14906,,1,2017-10-03,2017-11-18,41.82,-29.94,55,12,0,6.6
1591,15605,,0,2018-01-31,2018-02-04,10.58,-6.54,20,12,0,-6.54
1592,15618,,0,2017-07-01,2017-10-08,112.8,-14.89,22,12,0,-17.61
1593,15805,,1,2017-04-24,2017-05-06,39.17,-14.51,60,12,0,11.43
1594,16094,,0,2017-02-20,2017-10-09,38.25,-17.46,44,12,0,-30.89
1595,16106,,0,2016-11-30,2016-12-03,12.78,-5.59,44,12,0,-5.59
1596,16219,,1,2018-03-03,2018-06-23,16.37,-22.59,10,12,0,16.37
1597,16223,,0,2017-12-30,2018-02-18,14.15,-19.18,10,12,0,-19.18
1598,16224,,0,2017-12-30,2018-02-17,15.91,-17.91,10,12,0,-17.91
1599,16659,,1,2016-08-27,2016-10-25,56.83,-9.46,29,12,0,56.83
1600,16743,,0,2017-07-09,2017-08-16,20.71,-5.42,26,12,0,-5.42
1601,16835,,0,2017-12-03,2018-02-03,17.25,-7.35,14,12,0,-7.35
1602,16920,,1,2018-01-02,2019-05-25,32.45,-25.13,48,12,0,166.06
1603,106,,1,2019-06-25,2019-09-28,48.33,-11.45,69,13,0,47.59
1604,252,,0,2018-10-02,2019-05-17,52.25,-3.67,69,13,0,-15.4
1605,335,,1,2019-05-07,2019-09-25,55.25,-13.5,64,13,0,55.25
1606,348,,1,2019-04-10,2019-08-21,37.36,-19.23,64,13,0,37.36
1607,366,,0,2019-01-28,2019-03-03,59.58,-9.75,64,13,0,-9.75
1608,389,,1,2018-12-30,2019-07-15,64.3,-11.94,64,13,0,64.3
1609,605,,0,2017-05-13,2019-05-25,85.31,-15.28,65,13,0,-16.64
1610,722,,1,2018-03-13,2018-09-11,101.29,-29.62,61,13,0,51.29
1611,736,,0,2017-12-27,2018-01-01,4.48,-9.23,61,13,0,-9.23
1612,810,,1,2019-01-22,2019-06-11,41.3,-17.15,70,13,0,41.3
1613,905,,1,2018-10-31,2019-05-25,91.59,-13.41,70,13,0,4.14
1614,969,,1,2018-09-11,2019-05-25,92.87,-18.92,70,13,0,17.92
1615,987,,1,2018-09-01,2019-08-25,178.01,-30.84,70,13,0,68.51
1616,1024,,1,2018-08-13,2019-06-11,113.7,-30.75,70,13,0,113.7
1617,1111,,1,2019-06-17,2019-08-14,14.2,-13.86,76,13,0,14.2
1618,1146,,1,2019-05-15,2019-05-28,21.18,-12.26,76,13,0,11.28
1619,1599,,0,2016-11-18,2017-04-07,10.17,-12.17,76,13,0,-12.17
1620,1680,,0,2016-07-20,2016-07-31,16.03,-8.91,76,13,0,-8.91
1621,2076,,1,2018-02-17,2018-09-24,100.13,-22.99,66,13,0,71.67
1622,2081,,0,2018-02-05,2018-05-05,120.32,-18.05,66,13,0,-17.94
1623,2219,,0,2018-07-15,2018-07-18,12.63,-5.54,72,13,0,-5.54
1624,2237,,1,2017-12-24,2018-09-26,83.71,-31.02,72,13,0,44.39
1625,2518,,1,2018-07-15,2018-09-03,129.68,-26.02,77,13,0,32.67
1626,2521,,0,2018-06-30,2018-07-04,21.95,-8.78,77,13,0,-8.58
1627,2597,,1,2017-12-27,2018-09-26,71.52,-31.0,77,13,0,41.34
1628,2948,,0,2017-04-23,2017-05-03,22.15,-7.4,77,13,0,-7.4
1629,3204,,1,2018-04-11,2018-09-23,94.01,-28.89,75,13,0,94.01
1630,3271,,1,2018-03-03,2018-11-11,135.73,-22.12,75,13,0,61.54
1631,3301,,1,2018-01-24,2018-10-06,90.37,-30.98,75,13,0,90.37
1632,3310,,1,2018-01-10,2018-10-06,78.91,-24.02,75,13,0,78.91
1633,3327,,1,2017-12-18,2018-09-04,23.78,-13.01,75,13,0,7.45
1634,3342,,1,2017-11-20,2019-05-25,59.2,-24.89,75,13,0,19.01
1635,3549,,0,2017-04-24,2019-05-25,35.99,-9.8,75,13,0,-21.29
1636,4100,,1,2018-04-21,2018-09-15,63.39,-30.98,83,13,0,63.39
1637,4101,,1,2018-04-21,2018-09-15,63.39,-30.98,83,13,0,63.39
1638,4188,,1,2018-04-08,2018-09-15,63.3,-30.31,83,13,0,63.3
1639,4189,,1,2018-04-08,2018-09-15,62.12,-30.31,83,13,0,62.12
1640,4264,,1,2018-03-27,2018-09-10,61.46,-30.46,83,13,0,61.46
1641,4265,,1,2018-03-27,2018-09-10,63.21,-30.53,83,13,0,63.21
1642,4338,,1,2018-03-19,2018-09-15,62.12,-31.02,83,13,0,62.12
1643,4397,,1,2018-02-28,2018-09-15,59.27,-30.96,83,13,0,59.27
1644,4400,,1,2018-02-28,2018-09-22,70.97,-31.0,83,13,0,70.97
1645,4664,,0,2017-11-26,2018-07-17,106.69,-30.98,83,13,0,-30.98
1646,6152,,1,2019-05-05,2019-09-07,35.96,-22.21,81,13,0,35.96
1647,6153,,1,2019-05-05,2019-09-07,34.29,-21.58,81,13,0,34.29
1648,6580,,1,2018-04-21,2018-09-15,64.71,-30.98,81,13,0,64.71
1649,6581,,1,2018-04-21,2018-09-15,64.71,-30.98,81,13,0,64.71
1650,6670,,1,2018-04-08,2018-09-15,62.12,-30.31,81,13,0,62.12
1651,6682,,1,2018-04-07,2018-09-18,60.28,-31.02,81,13,0,60.28
1652,6744,,1,2018-03-27,2018-09-10,62.81,-30.46,81,13,0,62.81
1653,6745,,1,2018-03-27,2018-09-10,61.86,-30.41,81,13,0,61.86
1654,6816,,1,2018-03-19,2018-09-01,50.54,-30.97,81,13,0,50.54
1655,6872,,1,2018-02-28,2018-09-18,65.16,-31.0,81,13,0,65.16
1656,7142,,0,2017-11-26,2018-07-17,107.03,-31.03,81,13,0,-31.03
1657,7236,,0,2018-12-03,2018-12-18,23.69,-6.66,36,13,0,-6.66
1658,7256,,0,2018-10-21,2018-12-18,36.03,-16.55,36,13,0,-16.55
1659,7334,,1,2019-06-19,2019-08-18,42.71,-17.16,46,13,0,24.26
1660,7366,,1,2019-01-01,2019-08-18,105.81,-27.81,46,13,0,79.34
1661,7413,,1,2019-03-10,2019-04-15,29.26,-11.34,54,13,0,29.26
1662,7416,,1,2019-01-30,2019-08-25,32.96,-10.37,54,13,0,66.37
1663,7497,,1,2019-05-07,2019-09-28,58.9,-30.76,80,13,0,58.9
1664,7498,,1,2019-05-07,2019-09-28,59.49,-30.5,80,13,0,59.49
1665,7862,,1,2018-04-25,2018-09-14,64.85,-30.98,80,13,0,64.85
1666,7863,,1,2018-04-25,2018-09-14,64.85,-30.98,80,13,0,64.85
1667,7922,,1,2018-04-17,2018-09-09,60.25,-31.0,80,13,0,60.25
1668,7923,,1,2018-04-17,2018-09-09,60.25,-31.0,80,13,0,60.25
1669,8006,,1,2018-04-08,2018-09-15,62.62,-30.35,80,13,0,62.62
1670,8007,,1,2018-04-08,2018-09-15,62.62,-30.35,80,13,0,62.62
1671,8091,,1,2018-03-27,2018-09-10,63.01,-30.49,80,13,0,63.01
1672,8092,,1,2018-03-27,2018-09-14,64.03,-30.46,80,13,0,64.03
1673,8167,,1,2018-03-19,2018-09-15,62.12,-31.02,80,13,0,62.12
1674,8216,,1,2018-02-28,2018-09-15,59.65,-31.03,80,13,0,59.65
1675,8224,,1,2018-02-28,2018-09-15,60.02,-30.98,80,13,0,60.02
1676,8611,,0,2017-05-08,2019-05-25,15.27,-5.94,74,13,0,-17.91
1677,8706,,1,2017-11-08,2018-10-09,28.3,-31.02,62,13,0,5.04
1678,9292,,0,2017-11-11,2018-02-21,37.6,-31.0,78,13,0,-35.16
1679,9685,,1,2019-05-07,2019-09-07,39.3,-21.0,84,13,0,39.3
1680,9686,,1,2019-05-07,2019-09-07,39.48,-20.9,84,13,0,39.48
1681,10070,,1,2018-04-23,2018-09-09,59.91,-31.02,84,13,0,59.91
1682,10071,,1,2018-04-23,2018-09-09,59.91,-31.02,84,13,0,59.91
1683,10156,,1,2018-04-15,2018-09-10,65.12,-30.62,84,13,0,65.12
