"id","title","is_succeeded","start_date","close_date","expected_return","expected_risk","expert_id","symbol_id","should_buy","profit"
8,"",1,"2019-06-25","2019-07-07",48.39,-14.8,8,10,0,18.0
9,"",1,"2019-06-24","2019-09-16",47.12,-15.83,8,10,0,42.69
33,"",1,"2018-12-01","2019-05-25",44.64,-19.73,8,10,0,124.8
41,"",1,"2018-08-29","2019-01-23",49.84,-20.66,8,10,0,48.28
45,"",1,"2018-08-28","2019-01-20",49.88,-21.15,8,10,0,27.5
47,"",1,"2018-08-20","2019-02-17",29.02,-22.75,8,10,0,42.6
48,"",1,"2018-08-20","2019-05-25",54.54,-18.52,8,10,0,128.14
49,"",1,"2018-08-20","2019-01-20",53.73,-23.19,8,10,0,23.62
248,"",1,"2018-10-03","2019-05-04",57.51,-1.95,9,10,0,31.63
476,"",0,"2017-11-05","2017-12-31",15.39,-11.7,10,10,0,-11.7
495,"",1,"2018-11-24","2019-01-23",23.87,-18.56,11,10,0,23.87
509,"",0,"2018-10-01","2018-10-13",61.16,-25.32,11,10,0,-25.32
1066,"",1,"2016-11-14","2016-12-06",10.67,-7.09,15,10,0,7.12
2775,"",0,"2017-07-03","2018-03-03",81.01,-31.0,21,10,0,-8.54
2944,"",0,"2017-04-25","2017-04-12",33.04,-8.22,21,10,0,-8.22
3054,"",1,"2016-10-23","2016-11-09",9.57,-5.06,21,10,0,3.84
3096,"",1,"2016-09-07","2016-10-16",96.74,-16.25,21,10,0,19.59
3427,"",1,"2017-08-19","2017-11-03",57.68,-22.88,22,10,0,14.1
3530,"",1,"2017-05-02","2019-05-25",31.7,-5.91,22,10,0,26.5
3615,"",1,"2017-02-18","2017-04-03",43.92,-9.69,22,10,0,7.26
3919,"",1,"2018-05-07","2018-09-23",53.89,-31.02,23,10,0,53.89
3920,"",1,"2018-05-07","2018-09-23",53.89,-31.02,23,10,0,53.89
3967,"",1,"2018-05-05","2018-09-23",54.6,-29.97,23,10,0,54.6
4098,"",1,"2018-04-21","2019-04-09",56.7,-31.0,23,10,0,56.7
4099,"",1,"2018-04-21","2019-04-09",56.7,-31.0,23,10,0,56.7
4206,"",0,"2018-04-04","2018-05-01",62.34,-30.47,23,10,0,-30.47
4256,"",0,"2018-04-03","2018-05-01",62.37,-30.39,23,10,0,-30.39
4287,"",0,"2018-03-25","2018-05-01",60.36,-31.0,23,10,0,-32.09
4288,"",0,"2018-03-25","2018-04-28",59.1,-30.99,23,10,0,-30.31
4351,"",0,"2018-03-14","2018-04-17",56.68,-28.74,23,10,0,-28.74
4502,"",0,"2018-01-22","2018-04-08",53.09,-27.74,23,10,0,-27.74
4530,"",0,"2018-01-13","2018-04-17",77.4,-31.0,23,10,0,-40.69
4607,"",0,"2017-12-16","2018-04-10",76.02,-30.99,23,10,0,-36.58
4916,"",0,"2017-08-26","2018-03-12",32.31,-12.45,23,10,0,-12.45
5111,"",1,"2017-05-18","2019-05-25",33.28,-11.49,23,10,0,28.01
5133,"",1,"2017-05-10","2019-05-25",18.9,-7.24,23,10,0,24.7
5196,"",1,"2017-04-17","2019-05-25",19.38,-5.31,23,10,0,22.99
5389,"",1,"2018-07-31","2018-08-21",28.99,-30.22,26,10,0,9.49
5732,"",1,"2018-04-11","2019-02-21",64.06,-22.71,26,10,0,23.46
5771,"",1,"2018-04-09","2019-05-25",24.09,-29.67,26,10,0,91.05
5832,"",0,"2018-04-03","2018-04-23",16.29,-13.03,26,10,0,-13.03
5893,"",0,"2018-03-26","2018-04-23",14.33,-15.32,26,10,0,-15.32
