"id","title","is_succeeded","start_date","close_date","expected_return","expected_risk","expert_id","symbol_id","should_buy","profit"
6152,"",1,"2019-05-05","2019-09-07",35.96,-22.21,28,57,0,35.96
6153,"",1,"2019-05-05","2019-09-07",34.29,-21.58,28,57,0,34.29
6580,"",1,"2018-04-21","2018-09-15",64.71,-30.98,28,57,0,64.71
6581,"",1,"2018-04-21","2018-09-15",64.71,-30.98,28,57,0,64.71
6670,"",1,"2018-04-08","2018-09-15",62.12,-30.31,28,57,0,62.12
6682,"",1,"2018-04-07","2018-09-18",60.28,-31.02,28,57,0,60.28
6744,"",1,"2018-03-27","2018-09-10",62.81,-30.46,28,57,0,62.81
6745,"",1,"2018-03-27","2018-09-10",61.86,-30.41,28,57,0,61.86
6816,"",1,"2018-03-19","2018-09-01",50.54,-30.97,28,57,0,50.54
6872,"",1,"2018-02-28","2018-09-18",65.16,-31.0,28,57,0,65.16
7142,"",0,"2017-11-26","2018-07-17",107.03,-31.03,28,57,0,-31.03
7236,"",0,"2018-12-03","2018-12-18",23.69,-6.66,30,57,0,-6.66
7256,"",0,"2018-10-21","2018-12-18",36.03,-16.55,30,57,0,-16.55
7334,"",1,"2019-06-19","2019-08-18",42.71,-17.16,32,57,0,24.26
7366,"",1,"2019-01-01","2019-08-18",105.81,-27.81,32,57,0,79.34
7413,"",1,"2019-03-10","2019-04-15",29.26,-11.34,33,57,0,29.26
7416,"",1,"2019-01-30","2019-08-25",32.96,-10.37,33,57,0,66.37
7497,"",1,"2019-05-07","2019-09-28",58.9,-30.76,34,57,0,58.9
7498,"",1,"2019-05-07","2019-09-28",59.49,-30.5,34,57,0,59.49
7862,"",1,"2018-04-25","2018-09-14",64.85,-30.98,34,57,0,64.85
7863,"",1,"2018-04-25","2018-09-14",64.85,-30.98,34,57,0,64.85
7922,"",1,"2018-04-17","2018-09-09",60.25,-31.0,34,57,0,60.25
7923,"",1,"2018-04-17","2018-09-09",60.25,-31.0,34,57,0,60.25
8006,"",1,"2018-04-08","2018-09-15",62.62,-30.35,34,57,0,62.62
8007,"",1,"2018-04-08","2018-09-15",62.62,-30.35,34,57,0,62.62
8091,"",1,"2018-03-27","2018-09-10",63.01,-30.49,34,57,0,63.01
8092,"",1,"2018-03-27","2018-09-14",64.03,-30.46,34,57,0,64.03
8167,"",1,"2018-03-19","2018-09-15",62.12,-31.02,34,57,0,62.12
8216,"",1,"2018-02-28","2018-09-15",59.65,-31.03,34,57,0,59.65
8224,"",1,"2018-02-28","2018-09-15",60.02,-30.98,34,57,0,60.02
8611,"",0,"2017-05-08","2019-05-25",15.27,-5.94,35,57,0,-17.91
8706,"",1,"2017-11-08","2018-10-09",28.3,-31.02,38,57,0,5.04
9292,"",0,"2017-11-11","2018-02-21",37.6,-31.0,39,57,0,-35.16
9685,"",1,"2019-05-07","2019-09-07",39.3,-21.0,41,57,0,39.3
9686,"",1,"2019-05-07","2019-09-07",39.48,-20.9,41,57,0,39.48
10070,"",1,"2018-04-23","2018-09-09",59.91,-31.02,41,57,0,59.91
10071,"",1,"2018-04-23","2018-09-09",59.91,-31.02,41,57,0,59.91
10156,"",1,"2018-04-15","2018-09-10",65.12,-30.62,41,57,0,65.12
10157,"",1,"2018-04-15","2018-09-10",65.12,-30.62,41,57,0,65.12
10216,"",1,"2018-04-07","2018-09-18",60.28,-30.45,41,57,0,60.28
10226,"",1,"2018-04-04","2018-09-15",56.53,-31.02,41,57,0,56.53
10320,"",1,"2018-03-25","2018-09-14",58.01,-30.32,41,57,0,58.01
10321,"",1,"2018-03-25","2018-09-10",55.35,-29.58,41,57,0,55.35
10380,"",1,"2018-03-11","2018-09-10",46.99,-30.95,41,57,0,46.99
10697,"",0,"2017-11-26","2018-07-17",104.99,-30.98,41,57,0,-30.98
11253,"",0,"2017-05-06","2019-05-25",18.78,-7.34,41,57,0,-19.14
11797,"",0,"2017-11-21","2018-01-15",52.72,-24.13,44,57,0,-24.13
12080,"",1,"2018-04-03","2018-08-15",86.72,-31.03,48,57,0,9.84
12318,"",0,"2017-12-04","2018-03-04",54.57,-27.53,50,57,0,-27.53
12616,"",1,"2018-02-13","2018-09-15",56.53,-22.46,54,57,0,56.53
12636,"",1,"2017-11-15","2019-05-25",46.08,-27.79,54,57,0,14.44
12667,"",1,"2019-05-07","2019-08-24",37.37,-21.04,55,57,0,37.37
12668,"",1,"2019-05-07","2019-08-24",37.63,-20.9,55,57,0,37.63
13058,"",1,"2018-04-23","2018-09-09",58.67,-31.02,55,57,0,58.67
13059,"",1,"2018-04-23","2018-09-09",58.67,-31.02,55,57,0,58.67
13140,"",1,"2018-04-15","2018-09-10",65.54,-30.44,55,57,0,65.54
13143,"",1,"2018-04-15","2018-09-10",65.12,-30.62,55,57,0,65.12
13214,"",1,"2018-04-04","2018-09-14",52.4,-31.0,55,57,0,52.4
13309,"",1,"2018-03-25","2018-09-15",61.54,-30.32,55,57,0,61.54
13310,"",1,"2018-03-25","2018-09-15",61.73,-29.53,55,57,0,61.73
13383,"",1,"2018-03-05","2018-09-10",62.26,-29.62,55,57,0,62.26
13669,"",0,"2017-11-26","2018-07-17",106.86,-31.0,55,57,0,-31.0
14343,"",0,"2017-03-13","2017-09-15",22.84,-6.29,59,57,0,-12.51
14431,"",1,"2018-04-29","2018-06-14",11.5,-13.5,61,57,0,11.5
14452,"",1,"2018-04-15","2018-06-19",21.61,-30.98,61,57,0,21.61
14514,"",1,"2017-11-20","2019-05-25",60.83,-24.11,62,57,0,20.23
14832,"",1,"2019-02-06","2019-09-15",57.84,-14.35,74,57,0,72.28
14838,"",1,"2017-12-02","2019-05-25",61.89,-11.66,74,57,0,26.85
14841,"",0,"2017-11-06","2017-11-18",34.77,-9.35,74,57,0,-9.35
14852,"",0,"2017-04-25","2017-05-15",203.56,-9.62,74,57,0,-9.62
14855,"",0,"2017-04-23","2017-05-09",31.35,-8.84,74,57,0,-8.84
14856,"",0,"2017-04-23","2017-05-09",31.67,-8.61,74,57,0,-8.61
14971,"",0,"2017-04-30","2019-05-25",34.5,-7.34,76,57,0,-19.14
14977,"",0,"2017-04-23","2019-05-25",39.49,-14.76,76,57,0,-23.57
14980,"",0,"2017-04-21","2019-05-25",38.67,-9.56,76,57,0,-25.31
15043,"",0,"2017-05-08","2019-05-25",25.59,-11.29,35,57,0,-18.05
15050,"",0,"2017-04-28","2019-05-25",26.84,-14.09,35,57,0,-20.63
15178,"",1,"2018-04-11","2018-09-09",63.79,-24.72,84,57,0,63.79
15371,"",0,"2016-10-04","2016-10-16",12.2,-6.66,87,57,0,-6.66
15494,"",1,"2018-03-07","2018-08-13",65.66,-29.62,91,57,0,6.36
15508,"",1,"2018-02-17","2018-08-18",65.55,-28.81,91,57,0,7.33
15564,"",0,"2017-04-18","2019-05-25",22.17,-10.0,91,57,0,-23.57
15901,"",1,"2019-05-25","2019-08-18",34.94,-8.84,104,57,0,34.94
16554,"",0,"2016-06-09","2017-04-07",45.22,-30.98,125,57,0,-14.11
16871,"",1,"2018-05-22","2018-07-15",78.25,-11.37,137,57,0,10.01
16877,"",1,"2018-05-13","2018-08-04",103.08,-5.76,137,57,0,6.48
16880,"",0,"2018-04-29","2018-08-04",105.56,-15.94,137,57,0,-5.0
16884,"",0,"2018-04-16","2018-08-04",109.95,-14.35,137,57,0,-1.5
16887,"",0,"2018-04-03","2018-05-05",97.22,-13.54,137,57,0,-13.42
16888,"",0,"2018-03-25","2018-05-01",83.64,-8.73,137,57,0,-8.73
16891,"",0,"2018-03-11","2018-05-05",130.18,-14.36,137,57,0,-14.24
128,"",1,"2019-05-20","2019-06-16",32.81,-14.24,9,76,0,21.18
484,"",1,"2019-05-05","2019-09-11",63.7,-30.41,11,76,0,63.7
1609,"",1,"2016-11-12","2016-12-12",9.04,-9.29,16,76,0,6.6
1661,"",1,"2016-07-25","2016-07-27",9.5,-6.89,16,76,0,9.5
2240,"",1,"2017-12-23","2018-08-25",89.46,-30.99,20,76,0,58.41
2501,"",1,"2018-08-13","2018-09-11",65.78,-28.72,21,76,0,37.6
2600,"",1,"2017-12-24","2018-08-21",56.9,-28.64,21,76,0,56.9
3132,"",1,"2019-01-07","2019-04-29",40.09,-12.04,22,76,0,40.09
3311,"",1,"2018-01-08","2018-08-12",79.53,-23.68,22,76,0,40.62
3392,"",1,"2017-10-02","2017-11-21",69.84,-23.34,22,76,0,18.32
3411,"",1,"2017-08-30","2017-11-24",95.07,-25.7,22,76,0,20.17
3569,"",1,"2017-04-18","2018-07-04",36.82,-16.17,22,76,0,9.9
3849,"",1,"2018-06-18","2018-08-07",34.71,-23.97,23,76,0,34.71
3850,"",1,"2018-06-18","2018-08-07",34.71,-23.97,23,76,0,34.71
3851,"",1,"2018-06-18","2018-08-07",34.71,-23.97,23,76,0,34.71
3930,"",1,"2018-05-06","2018-08-07",42.41,-23.47,23,76,0,42.41
3937,"",1,"2018-05-06","2018-08-07",42.25,-23.56,23,76,0,42.25
4074,"",1,"2018-04-22","2018-08-06",39.83,-23.86,23,76,0,39.83
4075,"",1,"2018-04-22","2018-08-06",39.83,-23.86,23,76,0,39.83
4503,"",1,"2018-01-21","2018-08-25",70.38,-30.99,23,76,0,70.38
4551,"",1,"2018-01-08","2018-08-25",76.19,-31.0,23,76,0,76.19
4714,"",1,"2017-11-08","2018-08-16",62.44,-26.71,23,76,0,62.44
4755,"",1,"2017-10-21","2018-08-08",54.33,-24.11,23,76,0,54.33
4778,"",1,"2017-10-11","2018-08-06",49.64,-19.57,23,76,0,49.64
4811,"",1,"2017-10-02","2018-08-31",61.12,-18.05,23,76,0,65.37
4845,"",1,"2017-09-18","2018-08-21",82.39,-24.59,23,76,0,82.39
4874,"",1,"2017-09-10","2018-08-25",94.4,-22.84,23,76,0,94.4
4894,"",1,"2017-09-02","2018-08-25",94.14,-22.94,23,76,0,94.14
4925,"",1,"2017-08-21","2018-08-21",79.93,-25.61,23,76,0,79.93
4953,"",1,"2017-08-07","2018-08-31",93.03,-25.62,23,76,0,63.63
5030,"",1,"2017-07-01","2017-11-21",17.43,-7.73,23,76,0,22.5
5114,"",1,"2017-05-16","2017-11-22",28.58,-7.4,23,76,0,15.83
5188,"",1,"2017-04-20","2017-04-23",11.7,-4.5,23,76,0,11.7
5496,"",1,"2018-05-30","2018-06-30",15.72,-15.4,26,76,0,17.25
5820,"",1,"2018-04-03","2018-06-30",20.4,-17.54,26,76,0,18.62
6334,"",1,"2018-06-18","2018-08-07",35.88,-23.98,28,76,0,35.88
6335,"",1,"2018-06-18","2018-08-07",33.97,-23.98,28,76,0,33.97
6455,"",1,"2018-05-01","2018-08-07",36.65,-22.87,28,76,0,36.65
6456,"",1,"2018-05-01","2018-08-07",36.65,-22.87,28,76,0,36.65
6555,"",1,"2018-04-22","2018-08-06",39.75,-23.87,28,76,0,39.75
6556,"",1,"2018-04-22","2018-08-06",39.75,-23.87,28,76,0,39.75
6985,"",1,"2018-01-21","2018-08-21",68.21,-31.0,28,76,0,68.21
7024,"",1,"2018-01-08","2018-08-25",76.69,-31.0,28,76,0,76.69
7187,"",1,"2017-11-11","2018-08-16",64.42,-25.81,28,76,0,64.42
7264,"",0,"2018-10-10","2019-05-25",26.32,-8.08,30,76,0,-14.74
7414,"",1,"2019-02-05","2019-05-01",45.39,-13.16,33,76,0,45.39
7420,"",1,"2019-01-15","2019-06-30",32.68,-13.59,33,76,0,48.05
7483,"",1,"2016-07-16","2016-08-03",28.27,-3.73,33,76,0,28.27
7665,"",1,"2018-06-18","2018-08-07",35.88,-25.07,34,76,0,35.88
7666,"",1,"2018-06-18","2018-08-07",35.88,-25.07,34,76,0,35.88
7761,"",1,"2018-05-05","2018-08-07",41.36,-23.95,34,76,0,41.36
7762,"",1,"2018-05-05","2018-08-07",41.36,-23.95,34,76,0,41.36
7894,"",1,"2018-04-22","2018-08-06",39.7,-23.86,34,76,0,39.7
7895,"",1,"2018-04-22","2018-08-06",39.74,-23.84,34,76,0,39.74
9276,"",1,"2017-11-18","2018-06-27",61.55,-6.42,39,76,0,19.15
